Zero Crossing,Spectral Centroids,Spectral Rolloff,Chromagram,MFCC 0,MFCC 1,MFCC 2,MFCC 3,MFCC 4,MFCC 5,MFCC 6,MFCC 7,MFCC 8,MFCC 9,MFCC 10,MFCC 11,MFCC 12,MFCC 13,MFCC 14,MFCC 15,MFCC 16,MFCC 17,MFCC 18,MFCC 19,Genre
0.08621640987809598,1497.196639303261,2081.4957468133225,0.2450151,-315.01276,128.72963,-28.92303,30.8376,-8.995137,7.980528,-9.847439,1.4504839,-8.964623,6.052198,-3.3200495,7.604283,3.7933435,2.9327297,1.8383715,5.208351,1.0746671,0.14240423,-4.53605,-2.3036044,Classical
0.06072601223877709,949.4608319703761,1170.5512551700367,0.24305639,-385.24686,177.25679,-9.321699,24.37734,5.833107,-4.560812,-6.349944,-6.982059,-4.130706,3.8517652,-0.3556199,-0.93413657,-3.6586468,-2.1045592,3.6465394,0.7222503,-1.2262979,-0.7474155,2.7958648,1.5541779,Classical
0.06593875471652477,1179.9086542698367,1468.3494544250677,0.23565796,-362.7068,143.95001,-18.978733,30.648396,1.0513629,0.26869905,-7.9717984,-3.8689752,-8.924188,3.2462325,-4.4491053,3.6338742,4.931776,3.2798994,6.3711314,6.0724907,3.8466637,-0.25213024,1.1599386,1.792783,Classical
0.08088953354779412,1388.034995113543,1860.37208391786,0.23211415,-343.11035,140.10423,-20.915195,32.336506,-3.6888778,2.9379277,-10.672708,0.31662768,-5.7867823,7.689376,-3.67248,2.562069,-3.498306,-2.2455385,-0.83785415,0.8879848,0.4820374,0.9470714,1.8641638,-0.63786966,Classical
0.0684731309258901,1279.6145776785581,1789.4058463743227,0.2340858,-324.59613,147.81468,-31.922857,27.394758,-4.490214,-4.173857,-12.577784,-5.1337495,-7.733084,0.83452785,-8.187138,-0.8302459,1.0070843,3.6663127,6.204835,4.7068076,-0.047574967,-2.3404026,2.2322047,-0.55019027,Classical
0.07575237640286378,1371.5609989669474,1106.5349756010546,0.21658368,-449.5371,124.955475,-19.871635,27.514565,-5.7687597,2.2000384,-6.5753465,10.608868,3.3657982,14.398619,1.9919373,5.2538767,4.415059,5.0613427,7.178779,6.2016716,7.1623635,3.837861,2.6019988,4.9400635,Classical
0.04766448880127709,1054.4895874737008,706.6790601417376,0.21920909,-482.67764,154.86581,-5.028835,29.731905,-1.8718469,8.21909,-4.7656245,9.654473,-3.3304288,4.5395513,-10.095197,-0.65576077,-2.449868,-0.16845307,1.8622221,3.479768,3.3888261,1.1157752,1.2770165,-0.66691375,Classical
0.08111553369291796,1358.8979027398573,1739.9728119557856,0.25639498,-311.53937,148.68327,-33.481117,10.326815,-12.862015,1.2177199,-12.899295,0.7980944,-9.725868,2.0496955,-5.108884,6.745241,4.6055703,3.7648313,1.2753286,1.243601,-0.08959848,1.511763,0.3874772,-3.0039542,Classical
0.07066888484423374,1157.8898583070984,1159.7596537587074,0.23907888,-405.6738,145.7073,-0.8328113,23.074003,9.221292,-2.6493297,-5.7474666,-2.0850394,-0.6423527,6.7624383,2.8043299,2.4406667,5.080261,2.3873978,1.868199,2.4992964,1.5197647,-2.263746,-1.4423908,2.6134613,Classical
0.057591488486842105,1184.632142061296,822.1116954697175,0.28401765,-475.84906,141.52058,-8.481038,33.996674,0.53063136,6.0455203,0.025262224,9.534498,2.1618292,7.085843,-8.051203,-0.101293035,0.79386973,3.8733077,5.3137636,4.670821,6.8686132,5.391767,1.0472851,-6.492128,Classical
0.0698128809500774,1218.2905079495445,1842.9971889814726,0.26906458,-300.93768,161.11116,-24.24414,27.965082,-2.8448296,2.3656623,-11.248684,0.21280767,-6.822386,6.087224,-8.132076,-1.808325,-4.104602,-2.0456684,-1.5964375,0.6466491,1.4544138,-0.22109392,-1.2920841,-7.1005254,Classical
0.07956679022349071,1371.2835660918877,2037.9043437379064,0.26676023,-278.21188,147.88774,-31.57807,20.365623,-9.584999,-6.243183,-13.607879,-0.66435367,-7.2735887,1.0241385,-11.754583,-0.9649534,-2.2219443,-0.5742042,1.8751228,5.1497126,2.6304474,0.8219375,-1.6470679,-0.10404397,Classical
0.06844629813273993,1211.1999519830022,1760.3560220346362,0.27629235,-278.7497,160.0255,-28.405506,23.065287,-2.6953423,3.0144858,-11.29187,-0.50819725,-11.359399,3.1797655,-5.102968,4.338498,-4.077257,-0.16067538,-1.6705974,1.6426011,0.9996062,-0.76148206,-3.8342712,-3.553058,Classical
0.044227245791408666,983.6863867165931,1053.560295931695,0.26715586,-406.91776,163.0825,-2.361219,32.38403,7.9803166,9.600346,-5.420173,9.466268,-3.042097,10.165266,-10.342407,-5.423225,-8.041795,-2.0908074,0.39918205,3.3924236,3.502365,7.387802,6.4484396,0.18480174,Classical
0.07164771490421827,1253.174115939843,2062.6375275130613,0.25334954,-223.13293,163.24034,-34.404713,24.170496,-10.289188,3.2278335,-12.866945,0.79577523,-14.27435,1.6620194,-10.140787,0.24663778,-4.540335,0.11014786,-2.866472,1.3488139,-0.3367841,-1.0594723,-1.0947912,-8.060088,Classical
0.068293993687113,1184.0803873157924,1928.9716691055535,0.29734242,-221.2629,173.33708,-37.462177,24.364592,-8.688421,3.388083,-12.841213,1.0831413,-15.328582,0.42499158,-9.622421,2.2980976,-4.482634,0.36416563,-1.4875344,1.8118343,0.22852899,-0.96671,-0.48761204,-6.2661133,Classical
0.08174818292859908,1278.6010872598486,1697.314736569998,0.2456456,-319.331,143.65877,-31.169577,10.915031,-5.536345,-4.2598557,-8.934058,-5.589972,-8.016284,2.3332715,-4.46938,-0.32983312,0.96438855,1.1423551,-0.47774953,-1.3173231,0.15164535,1.5049009,3.70442,3.060906,Classical
0.05344941224845201,901.8344805273022,1029.1437769083784,0.24070491,-366.2202,181.60065,-5.5249543,27.001509,-4.8177614,4.6137314,-10.527352,0.16398694,-11.134352,3.5836828,-10.331133,-1.0819366,-4.5992074,-0.484404,0.8384128,0.24792182,2.1312027,0.7044458,1.0291938,-3.0619638,Classical
0.08109777113970588,1313.6988926998818,2168.795218925358,0.2629472,-228.91713,153.98312,-30.688818,20.806396,-6.085674,1.1744199,-10.787298,-3.8875842,-11.598486,0.8836256,-8.282286,-0.7245341,-3.1098049,-3.4379346,-2.6290298,0.7191965,-1.973606,-2.513512,1.5714751,-1.4848665,Classical
0.09221523981714397,1558.8139525993834,2185.328452284491,0.24693537,-297.21973,130.28058,-30.588888,27.490368,-7.0596185,1.9903345,-11.12716,4.754547,-8.772727,5.4197216,-5.3734474,4.4695096,1.7315202,1.8881364,-1.310469,1.090913,-0.9895012,-1.4648296,0.6359714,1.1599163,Classical
0.06372448239164087,1243.7180205218956,1825.6306273280281,0.27834892,-315.64966,149.6717,-30.598152,23.223974,-8.700463,-10.105478,-15.734752,-4.0456996,-7.658757,0.046664685,-11.141925,-7.6687293,-5.8709536,-4.8573937,-5.141024,-5.416102,-3.1731725,1.4509256,0.12802596,-4.178902,Classical
0.03945743336397059,822.2634339911336,911.5528212981327,0.30315936,-374.0324,172.46892,6.4368453,20.105637,5.906853,1.5660876,-6.6984153,-1.1985412,-0.27977458,0.324509,-6.5411024,-7.3073993,-7.326577,-10.216877,-6.1449776,-2.4272318,-2.670047,-2.2851617,-1.1556761,-3.8141727,Classical
0.03658178937693499,792.8999210790028,420.65578968532316,0.2831339,-498.58408,177.51991,11.205841,27.64554,-2.8339856,5.101151,-6.605433,-1.0603571,-4.1522517,-3.053447,-9.906495,-8.566303,-9.185144,-11.930792,-9.1900835,-10.897354,-8.853785,-3.9325972,-2.3911223,-2.3027053,Classical
0.05439309512867647,1128.2640221625,933.6110212485488,0.30392805,-429.08432,120.75418,-1.6857162,17.954268,7.7369623,-2.045432,-3.9426773,-2.5363293,-0.58306146,-0.7971212,-9.051377,-3.6858568,-0.97772634,-4.9983187,-3.8106701,-2.4144213,-1.8966312,-0.3072186,3.4196362,3.1456144,Classical
0.07356796028444272,1369.6275534158517,2112.653891737616,0.27404574,-309.22638,138.64908,-29.71116,33.620068,-0.3666017,5.2397323,-6.3274455,3.2676802,-6.717178,-0.6966075,-13.243366,-8.522911,-9.665678,-4.29915,0.25418213,1.025888,1.9058713,3.7182643,2.5559196,-4.928795,Classical
0.06115495900251548,1016.2794101985547,1480.8827119715074,0.31926286,-319.77554,166.00961,-11.933087,27.254135,7.828892,1.7306112,-7.8568997,-2.404761,-2.9073071,-2.5217142,-11.367482,-4.608425,-4.49262,-7.452209,-5.5824847,-1.8696902,-1.2800488,-1.4267521,-0.48702502,-4.0966005,Classical
0.059410449521091334,1281.7708462575204,1201.1760699859713,0.23928241,-419.2289,127.44835,-3.7927344,23.19407,-4.338063,4.040501,-8.202416,-7.616569,-7.080099,-2.924446,-7.414776,-5.439006,-9.09989,-10.616878,-5.7376747,-0.39248562,7.027566,5.5939736,-3.4691203,-5.166212,Classical
0.09395219076528638,1534.0649775815205,2376.9856266931115,0.28417307,-275.34625,125.31128,-41.043667,24.590538,-4.7679615,-4.2663236,-14.999459,-5.051128,-4.9915376,2.468481,-10.886419,-8.020302,-5.1550593,-4.6184273,0.714935,6.5177035,5.9065533,2.6838133,-2.032035,-8.060385,Classical
0.07583589819562693,1279.0416614368512,1972.7214045568885,0.29441014,-276.04333,146.37161,-36.571274,24.187742,-2.5392816,-2.1773956,-13.293067,-6.525786,-9.3940735,-3.1207736,-11.53157,-4.190682,-1.6772903,-1.5206873,-3.1979535,-1.7684526,-2.2389002,-3.5243185,-2.9946823,-3.303548,Classical
0.10895928066950464,1633.5347587817193,1595.848683454673,0.27081487,-409.53015,116.79896,-16.16544,11.7033415,0.72953904,5.984518,-4.2615976,0.49913606,0.4355121,12.600681,-1.1079769,-1.1471634,4.973182,1.7579821,-3.9100983,3.5059984,2.799355,3.1019948,0.65125686,-0.24516486,Classical
0.0726431737374226,1396.6912386576882,1686.239803538603,0.25058645,-358.6339,129.09256,-30.403177,19.887115,-10.385148,-0.6507229,-10.607766,1.5449032,-3.9749873,1.8642585,-8.841998,-7.1680837,-8.213492,-5.940117,-0.113217,4.280346,8.969018,12.801988,14.686909,11.511356,Classical
0.07881698372194272,1329.251894109989,1563.1238813370744,0.26821297,-368.4409,124.27625,-31.57869,17.614763,2.323813,-5.951696,-11.808548,-5.5487537,-5.406486,-1.3045243,-8.4323225,-3.618204,2.203685,-0.047955777,0.23725423,2.5096118,3.0935109,4.8367863,6.217569,8.726849,Classical
0.09385279605263158,1327.3144253859778,2086.837381179857,0.26172817,-160.31596,164.13042,-48.886593,1.5945266,-7.5911255,-2.6257246,-11.076491,-7.0246425,-8.119807,1.2334973,-5.4957466,-4.2203646,-5.4572563,-1.710066,-3.0921745,-1.292396,-6.099581,-0.92801595,-4.045848,-1.5577315,Classical
0.051040885618227554,1063.1533055256577,1301.417130508659,0.19095671,-249.53381,161.60559,10.13459,-3.079309,-0.6013951,-2.0767028,-12.190371,-8.60327,-14.6388035,-12.0511875,-12.306466,-7.175682,-7.8893228,-2.0821,-2.9086134,-0.85994303,-3.972877,-0.88354504,-3.9874754,-3.8852243,Classical
0.07170553768382353,1181.0215862992002,1337.4752458035023,0.25211322,-402.21555,154.03911,-15.219432,15.300229,-3.0884771,-3.1902325,-9.787203,-17.31869,-12.307778,-7.9078817,-7.088667,-0.2848246,1.5523139,-1.4721154,-1.7416346,1.8519868,5.0342846,-0.7454245,-0.13665946,-2.858921,Classical
0.0622955416747291,1175.77635010945,1770.1142963610198,0.23627931,-170.87169,157.05333,-21.972237,5.248212,-4.095151,-3.6859565,-8.814517,-4.855916,-7.882416,-5.411493,-9.368365,-6.6205916,-7.813977,-1.4581606,-3.597213,-2.8627448,-3.917558,0.20200305,-3.4351768,-0.83270395,Classical
0.11161308170472137,1878.6445743423567,3508.737116480021,0.34679753,-85.243454,118.4289,-31.474636,20.284119,-4.42111,6.9229717,-10.954463,-1.6243684,-7.370241,-3.0151167,-4.433377,-1.4036742,-4.2473664,-4.1689334,-3.9820216,0.275398,-3.3933797,1.6944516,-3.6855268,-3.439862,Classical
0.06632537369388544,1173.658308051868,986.8190328403155,0.25857228,-436.83713,154.14597,-19.881851,20.194216,3.1592228,0.4448075,-6.5360284,-4.6056223,-10.060337,-6.1526465,-4.5326886,-2.783275,-5.234963,-7.386918,-6.992792,-3.2004886,-0.3587163,2.2178173,2.5686183,4.47146,Classical
0.087271581124226,1515.5620851292708,2675.342155905331,0.29654676,-123.81388,148.48595,-21.538658,17.44088,-1.4277246,4.1784644,-6.992981,-5.081176,-5.793178,5.0418615,-6.24616,-1.9727548,-0.97106093,-2.452158,-4.3204827,-0.86596227,-4.7149525,-2.2298326,-5.13243,-3.2150629,Classical
0.10944642813951239,2224.870163945009,4224.999452006337,0.31158686,-98.32329,98.35693,-20.49176,18.818138,-2.0967205,2.6635702,-7.309946,-3.5869284,-7.986065,-1.9163088,-4.727487,0.6270755,-2.591273,-1.4705253,-3.1706498,0.65762657,-4.8163743,-2.2177613,-3.80898,0.23378968,Classical
0.049492898002128485,1170.0747483361945,761.4620622097523,0.28615874,-449.59558,151.50778,-12.747926,44.27062,6.237076,4.0497656,-1.4823328,-1.6196429,-2.4910786,-4.2907887,-9.658143,-1.3399948,0.15140451,3.7330194,5.2860107,1.2054183,-2.3038578,-4.123121,-1.8158356,1.2345297,Classical
0.06010507872968266,1527.629815786948,2131.420444925503,0.38139424,-230.24455,119.15129,-1.0509989,28.387917,10.00871,16.128836,4.791749,6.1909065,0.9473566,5.9125714,-1.1782746,3.5739596,-2.1003578,-0.9053668,-1.8504144,-0.0018971446,-2.7966998,2.3362036,-1.4409001,2.7399423,Classical
0.12697013169988391,2411.938717521315,4389.690122811049,0.38794923,-186.39886,86.65774,-15.707336,14.743796,-2.2162292,6.2698216,-0.88920105,0.6652991,-6.0868883,-5.2107925,-7.8605857,-1.7171627,-4.707717,-2.0587988,1.4084771,2.7604792,3.301349,3.1108613,-4.410137,-5.038042,Classical
0.0879189694998065,1465.4818859539198,2644.450676035217,0.3045776,-119.290344,149.58826,-43.334373,24.639397,-5.615126,10.786389,-2.8994284,0.78719705,-6.547197,4.3967805,-1.2928005,1.3654307,-1.0811415,-2.4352403,-1.9375858,1.2980741,-1.3811971,1.0449737,-5.6029663,-1.9862419,Classical
0.11627820844620743,1712.446075886427,2794.5497684065404,0.3194681,-106.191795,127.37362,-45.291435,31.271671,4.311938,-5.06877,-16.118933,14.687397,-7.904389,-1.2197802,2.9905052,17.46109,-4.0735474,1.7817726,0.59868646,4.6102576,-9.984091,-3.3434885,-3.099767,1.9112885,Classical
0.059341288941563465,1079.4489813722073,702.7290840267028,0.18656375,-484.028,144.17664,1.3993113,8.103259,4.9319897,-2.3225603,-2.747426,-6.8370304,-10.140659,-8.057535,-7.152664,-10.565808,-7.789401,-2.957176,-0.26142812,4.301274,5.2966127,0.18579759,-4.5301175,-1.87241,Classical
0.09672579455301858,1680.0882644413368,3015.6567647361167,0.31289953,-81.10374,129.1028,-42.538536,33.17806,5.6593075,-6.402167,-2.2650597,7.3727036,-18.718641,2.5008829,3.786016,1.9346384,-10.066493,0.94454986,-3.5732062,-6.1683474,-8.033391,3.775875,-5.029609,-0.8535122,Classical
0.09525792738970588,1751.2714172256217,2082.737405971846,0.25379294,-367.16718,112.84346,-18.75544,10.16841,-1.6102495,3.807522,0.9193495,5.065091,-5.3654456,-9.519146,-8.492283,-1.7849534,1.2987919,-3.8683455,-2.6378126,-1.0534894,-1.2715235,-2.5035367,-2.5724723,-4.0622315,Classical
0.08186836360777863,1137.9542403275434,1393.9915707236842,0.26569656,-349.97766,161.83293,-3.369809,14.192184,5.7752833,3.5416892,2.9785936,-7.105821,-7.92155,-0.35946137,2.8358872,-2.4959779,-6.779701,-8.83205,-6.674718,-4.8996615,0.10075657,4.259927,5.1004577,2.6089826,Classical
0.09329951141640867,1551.6471444255078,2574.5010990107394,0.28258672,-197.13153,137.37265,-34.190147,25.363752,-5.2789087,-2.7750084,-9.495562,-7.6040764,-7.6497684,-5.6634274,-4.3823524,-5.4338794,-3.5447953,-5.669737,-1.8894137,-2.8852625,-3.4823244,-4.0248895,-7.2947736,-4.200939,Classical
0.10401637782991487,1803.6217556700267,3110.9978548882546,0.3052444,-166.4065,122.12823,-32.10651,16.68876,-5.398151,-2.4800093,-9.82796,-4.900783,-6.97722,-4.5700636,-6.660297,-5.492584,-5.3748636,-4.963047,-2.7914598,-3.193163,-4.0829425,-3.5459955,-4.631451,-1.17283,Classical
0.07612614587364551,1322.0264163532718,2091.7540181162926,0.28166983,-274.42685,148.3745,-20.327087,21.803085,7.950628,3.7862444,-2.2295399,-6.097595,-5.63047,-6.695997,-5.915319,-4.592368,-1.5406103,-3.0287364,-4.697145,-7.715003,-7.2125173,-5.4107513,-5.2469854,-5.2701497,Classical
0.07404603751451239,1474.8033835452404,1925.72168875774,0.32022476,-305.3965,135.92575,-11.755876,18.222889,10.38824,3.0167265,-5.595542,0.1451162,-1.3488972,-1.8679051,-3.2071364,-6.7403646,-2.69287,-5.595527,-4.521924,-4.783025,-5.370309,-2.622151,-5.8368096,-6.928834,Classical
0.036054203753869966,690.0759016323168,486.3970588235294,0.2267748,-465.88144,180.22629,56.66609,11.020665,5.8361325,0.733154,-3.9678006,-5.8895326,-8.465918,-9.788876,-7.6950545,-3.2577028,-1.8623623,-4.015225,-4.1080494,-2.4733305,-2.3564546,-2.9898906,-3.2186184,-1.7082995,Classical
0.04229906395123839,1118.1087949480986,462.3138711179373,0.1989258,-498.72952,145.6749,46.519844,15.262437,3.060985,-0.8312171,-5.2151246,-6.20145,-3.8140428,0.0836878,2.7228127,2.221047,0.23898757,-0.46107668,-0.87430745,0.5857777,3.2831476,2.308998,-2.5719664,-4.819584,Classical
0.047511806428986066,828.7544422717997,749.8704656358843,0.20716327,-421.72125,172.81633,28.094358,-2.5743659,-3.5710146,-4.8607426,-8.889903,-10.700828,-7.6892295,-7.96327,-7.3369927,-2.7202997,-0.9207696,-4.2121863,-8.42082,-8.3983755,-4.131449,-0.41987878,0.08586515,-0.26202092,Classical
0.04503222958591331,794.9184861016802,671.9292702689628,0.18703245,-429.34622,175.15427,31.90371,4.2700095,1.0521848,-5.770809,-9.479317,-11.282057,-10.581429,-8.662841,-6.3347793,-1.6808274,0.82096595,-0.18507825,0.031626225,0.2061334,-1.8470323,-4.4204164,-4.9732504,-4.604227,Classical
0.046355350836880804,1118.2275065852268,651.0460632135255,0.26735342,-413.576,143.42525,31.343838,14.031338,1.5243757,-2.2910318,-6.47889,-8.102932,-5.9248185,-4.4628983,-2.7833612,-0.80947316,-1.2081397,-2.380846,-3.810326,-3.5154002,-2.712518,-2.3857853,0.6228239,2.6675773,Classical
0.09520237217008513,1559.7218519280827,2488.9599495997,0.2572747,-234.39769,130.26877,-39.54862,19.338032,-6.797017,-5.1264544,-3.7094822,-4.0354996,-5.0706124,-1.3675247,-7.73636,-4.3819118,0.46523944,0.78513753,5.458493,8.777551,7.0402083,2.416229,-2.3063126,-0.24226177,Classical
0.079280321812113,1349.415927727444,1894.405211457527,0.23666582,-321.19684,136.3056,-28.31138,31.04176,0.56074417,0.22359833,0.6565993,-1.3185238,-0.041851375,-0.42078042,-6.193748,-0.16091928,-0.4814488,-0.748259,7.478552,10.980685,7.8426213,4.3290396,2.988217,5.856144,Classical
0.07085595854295666,1355.7979175630267,1842.288859931308,0.24423932,-321.18353,134.56213,-18.252363,22.190754,0.42409277,-3.8045394,0.4930691,-1.1445377,-1.8977933,-0.10311219,-2.7554963,0.59638953,2.4990609,0.3093499,1.6792687,2.8844502,2.0831113,1.1597688,-2.3928554,-3.4089944,Classical
0.07585706208881579,1396.8242648287155,2159.228610106666,0.2081129,-269.66534,136.48387,-25.0126,26.390673,0.675733,-5.3815455,-1.1208977,-1.5107849,-0.15594482,-3.7792575,-9.27979,-3.146819,1.6409774,0.6762004,1.8984604,2.231278,-2.1283166,-3.663708,-1.0741199,3.530191,Classical
0.06374980347813468,1284.9217749388183,1592.0903728473297,0.27942064,-360.82178,138.9993,-12.939265,33.80576,7.5860844,-1.7161158,1.0366659,4.077864,3.933508,0.93171346,0.50420994,4.6846004,3.3431869,-2.2512555,-1.8528678,2.2150304,1.7847878,-1.5196738,-3.2535212,3.99895,Classical
0.07093910240905572,1211.2963352101176,1712.2729794528832,0.21632837,-306.75275,152.91249,-27.590593,16.318111,-3.1567297,-8.933618,-5.425213,-9.775881,-7.1099715,0.29328132,0.8703542,5.4119115,8.193733,4.1998916,2.0572605,3.0330758,-0.3866696,-2.813876,-2.9040785,1.3338041,Classical
0.07211672189434984,1359.9053069250142,1976.2047168271092,0.23742622,-289.79858,143.90932,-26.996054,24.070059,-1.1477429,-6.297493,-2.745308,-3.5285683,-3.0213673,-3.14663,-7.257054,-1.6843591,3.0789695,2.6862643,2.5350487,4.614131,2.376674,-1.2730504,-3.5417578,-2.8063858,Classical
0.0608847414376935,1171.7185034773229,1260.8757089904218,0.21742143,-412.9378,138.5332,-19.267677,34.15322,8.963805,-4.2960854,4.1621094,0.8861239,3.0757687,0.10753553,-4.061129,3.789273,5.924253,3.4918323,6.626802,6.7462993,2.4714715,-1.8811594,-0.06247227,2.724357,Classical
0.07171347414376934,1340.2706428191875,2172.5785293815306,0.26048312,-238.58223,149.78394,-28.87004,28.259254,-0.79715824,-3.927917,-2.1437025,-4.3427362,-4.1898055,-3.443622,-5.770774,-0.11647095,2.5182722,0.68176526,0.06846108,1.7052764,0.65218085,1.468415,-1.8314077,-6.2446346,Classical
0.04834475679663313,811.6796466764333,549.6716762105747,0.21901546,-477.96844,155.3399,12.762507,5.5207095,2.3880467,-10.645417,-16.635927,-12.53545,-11.18464,-9.37608,-3.217065,-2.766593,-6.466333,-8.296723,-7.092608,-7.4754643,-5.32573,1.2610137,1.8749835,-1.6579988,Classical
0.04129340109810371,715.1893204778103,340.26460913312695,0.22521198,-552.064,173.3987,26.355768,14.114612,7.252555,-7.0876546,-5.856011,-10.340173,-11.018619,-9.193638,-8.826016,-4.9292073,-3.6504695,-4.280856,-3.4574962,-4.820614,-5.682529,-6.550562,-8.210965,-6.4538403,Classical
0.05211230771091331,789.6016070365972,686.820846888303,0.217627,-437.55728,171.02713,7.3789945,-3.129031,0.7910536,-11.140401,-12.525169,-6.8948927,-5.8411036,-8.446661,-8.470936,-8.3302765,-7.373576,-6.7333508,-6.086332,-7.0575175,-6.6497974,-4.2925873,-4.4056826,-4.9173656,Classical
0.10713729622194272,2797.736904436212,6112.946369182952,0.38370806,-23.153112,70.26318,3.8239803,28.330156,13.765731,5.7269316,3.9810236,7.4525104,2.650919,8.498515,-2.2859037,2.0804398,-3.3802083,5.124364,-0.17748684,0.361101,0.5853642,4.0280566,0.9282091,4.0901437,Country
0.12698751632643188,2937.896020074051,6186.187592969959,0.4137913,-7.9740486,62.726006,-1.4571494,28.117172,9.973576,9.352961,5.418111,9.824176,3.0284438,8.428133,0.31210077,6.545515,0.7369852,-1.7752782,0.8511251,2.983988,-2.7654371,2.823752,-1.7427417,0.97208434,Country
0.0741337165005805,2307.323592465213,4925.570215750774,0.29721105,-120.69,79.32585,5.4609013,34.81259,16.55055,13.152816,6.2409716,9.985294,-1.9838728,6.765639,-6.2909365,0.27518433,-6.7040424,1.6403247,-1.7487253,-0.6707439,-4.839207,-0.27919376,-5.3871865,-1.9339616,Country
0.1025643835864938,2174.0338689308455,4264.107548858359,0.3768944,-57.736473,95.77022,-10.117165,40.9803,13.977518,-0.98650974,-0.18344286,7.431218,-3.6269543,9.549539,-2.9399424,2.4326684,1.9963664,-1.2855814,1.3564091,4.4210234,-6.5259695,-0.034700755,-1.4140509,-3.0788245,Country
0.12416100280572756,2966.0860947459514,6252.8455232319075,0.382781,-20.747871,62.953934,2.3024316,30.770088,6.9713607,6.502923,6.3198905,9.867337,3.4358168,9.378467,-0.40144446,7.5213604,-0.98349386,4.021631,-0.659697,-0.06131488,-0.16644126,0.24156067,-5.4400134,1.827359,Country
0.13645079999516255,2926.71850016281,6075.371596392463,0.41733986,-24.686296,62.388,-7.781105,28.539438,10.94478,5.6066923,0.022292985,13.830589,3.018164,9.872788,0.82449806,5.8765655,-1.2600596,2.9978998,0.9432359,2.0834625,3.0420864,3.0536885,-0.12730667,3.6282506,Country
